session_id,variant,converted,revenue,items,upsell,cross_sell
S0757,ai,0,0.0,0,0,0
S0758,ai,0,0.0,0,0,0
S0759,ai,0,0.0,0,0,0
S0760,ai,0,0.0,0,0,0
S0761,ai,0,0.0,0,0,0
S0762,ai,0,0.0,0,0,0
S0763,ai,0,0.0,0,0,0
S0764,ai,0,0.0,0,0,0
S0765,ai,0,0.0,0,0,0
S0766,ai,0,0.0,0,0,0
S0767,ai,1,46594.96,1,0,0
S0768,ai,0,0.0,0,0,0
S0769,ai,0,0.0,0,0,0
S0770,ai,0,0.0,0,0,0
S0771,ai,0,0.0,0,0,0
S0772,ai,0,0.0,0,0,0
S0773,ai,0,0.0,0,0,0
S0774,ai,0,0.0,0,0,0
S0775,ai,0,0.0,0,0,0
S0776,ai,0,0.0,0,0,0
S0777,ai,0,0.0,0,0,0
S0778,ai,0,0.0,0,0,0
S0779,ai,0,0.0,0,0,0
S0780,ai,0,0.0,0,0,0
S0781,ai,0,0.0,0,0,0
S0782,ai,0,0.0,0,0,0
S0783,ai,0,0.0,0,0,0
S0784,ai,0,0.0,0,0,0
S0785,ai,0,0.0,0,0,0
S0786,ai,1,42836.39,1,0,0
S0787,ai,0,0.0,0,0,0
S0788,ai,0,0.0,0,0,0
S0789,ai,0,0.0,0,0,0
S0790,ai,0,0.0,0,0,0
S0791,ai,0,0.0,0,0,0
S0792,ai,0,0.0,0,0,0
S0793,ai,0,0.0,0,0,0
S0794,ai,0,0.0,0,0,0
S0795,ai,0,0.0,0,0,0
S0796,ai,0,0.0,0,0,0
S0797,ai,0,0.0,0,0,0
S0798,ai,0,0.0,0,0,0
S0799,ai,0,0.0,0,0,0
S0800,ai,0,0.0,0,0,0
S0801,ai,0,0.0,0,0,0
S0802,ai,0,0.0,0,0,0
S0803,ai,0,0.0,0,0,0
S0804,ai,0,0.0,0,0,0
S0805,ai,0,0.0,0,0,0
S0806,ai,0,0.0,0,0,0
S0807,ai,0,0.0,0,0,0
S0808,ai,1,55175.27,1,0,0
S0809,ai,0,0.0,0,0,0
S0810,ai,0,0.0,0,0,0
S0811,ai,0,0.0,0,0,0
S0812,ai,1,58077.74,3,1,1
S0813,ai,0,0.0,0,0,0
S0814,ai,1,46519.57,1,0,0
S0815,ai,1,56693.34,1,0,0
S0816,ai,0,0.0,0,0,0
S0817,ai,0,0.0,0,0,0
S0818,ai,0,0.0,0,0,0
S0819,ai,1,52701.49,1,0,0
S0820,ai,0,0.0,0,0,0
S0821,ai,0,0.0,0,0,0
S0822,ai,0,0.0,0,0,0
S0823,ai,0,0.0,0,0,0
S0824,ai,0,0.0,0,0,0
S0825,ai,0,0.0,0,0,0
S0826,ai,1,47602.83,1,0,0
S0827,ai,0,0.0,0,0,0
S0828,ai,0,0.0,0,0,0
S0829,ai,1,48159.42,1,0,0
S0830,ai,0,0.0,0,0,0
S0831,ai,0,0.0,0,0,0
S0832,ai,0,0.0,0,0,0
S0833,ai,0,0.0,0,0,0
S0834,ai,0,0.0,0,0,0
S0835,ai,0,0.0,0,0,0
S0836,ai,0,0.0,0,0,0
S0837,ai,0,0.0,0,0,0
S0838,ai,0,0.0,0,0,0
S0839,ai,0,0.0,0,0,0
S0840,ai,0,0.0,0,0,0
S0841,ai,0,0.0,0,0,0
S0842,ai,0,0.0,0,0,0
S0843,ai,0,0.0,0,0,0
S0844,ai,1,40230.41,1,0,0
S0845,ai,0,0.0,0,0,0
S0846,ai,0,0.0,0,0,0
S0847,ai,0,0.0,0,0,0
S0848,ai,0,0.0,0,0,0
S0849,ai,0,0.0,0,0,0
S0850,ai,0,0.0,0,0,0
S0851,ai,0,0.0,0,0,0
S0852,ai,0,0.0,0,0,0
S0853,ai,0,0.0,0,0,0
S0854,ai,0,0.0,0,0,0
S0855,ai,0,0.0,0,0,0
S0856,ai,0,0.0,0,0,0
S0857,ai,0,0.0,0,0,0
S0858,ai,0,0.0,0,0,0
S0859,ai,0,0.0,0,0,0
S0860,ai,0,0.0,0,0,0
S0861,ai,0,0.0,0,0,0
S0862,ai,0,0.0,0,0,0
S0863,ai,1,41547.92,1,0,0
S0864,ai,0,0.0,0,0,0
S0865,ai,1,40119.37,1,0,0
S0866,ai,1,42558.31,1,0,0
S0867,ai,0,0.0,0,0,0
S0868,ai,0,0.0,0,0,0
S0869,ai,1,56551.07,1,0,0
S0870,ai,0,0.0,0,0,0
S0871,ai,0,0.0,0,0,0
S0872,ai,0,0.0,0,0,0
S0873,ai,0,0.0,0,0,0
S0874,ai,0,0.0,0,0,0
S0875,ai,0,0.0,0,0,0
S0876,ai,0,0.0,0,0,0
S0877,ai,0,0.0,0,0,0
S0878,ai,1,47865.12,1,0,0
S0879,ai,0,0.0,0,0,0
S0880,ai,0,0.0,0,0,0
S0881,ai,0,0.0,0,0,0
S0882,ai,1,56554.75,1,0,0
S0883,ai,0,0.0,0,0,0
S0884,ai,0,0.0,0,0,0
S0885,ai,0,0.0,0,0,0
S0886,ai,0,0.0,0,0,0
S0887,ai,0,0.0,0,0,0
S0888,ai,0,0.0,0,0,0
S0889,ai,0,0.0,0,0,0
S0890,ai,0,0.0,0,0,0
S0891,ai,0,0.0,0,0,0
S0892,ai,0,0.0,0,0,0
S0893,ai,0,0.0,0,0,0
S0894,ai,0,0.0,0,0,0
S0895,ai,0,0.0,0,0,0
S0896,ai,0,0.0,0,0,0
S0897,ai,0,0.0,0,0,0
S0898,ai,0,0.0,0,0,0
S0899,ai,1,48625.15,1,0,0
S0900,ai,0,0.0,0,0,0
S0901,ai,0,0.0,0,0,0
S0902,ai,0,0.0,0,0,0
S0903,ai,0,0.0,0,0,0
S0904,ai,0,0.0,0,0,0
S0905,ai,1,47757.41,1,0,0
S0906,ai,0,0.0,0,0,0
S0907,ai,0,0.0,0,0,0
S0908,ai,0,0.0,0,0,0
S0909,ai,0,0.0,0,0,0
S0910,ai,0,0.0,0,0,0
S0911,ai,0,0.0,0,0,0
S0912,ai,0,0.0,0,0,0
S0913,ai,0,0.0,0,0,0
S0914,ai,0,0.0,0,0,0
S0915,ai,0,0.0,0,0,0
S0916,ai,1,70002.95,2,1,1
S0917,ai,0,0.0,0,0,0
S0918,ai,0,0.0,0,0,0
S0919,ai,0,0.0,0,0,0
S0920,ai,0,0.0,0,0,0
S0921,ai,0,0.0,0,0,0
S0922,ai,0,0.0,0,0,0
S0923,ai,0,0.0,0,0,0
S0924,ai,0,0.0,0,0,0
S0925,ai,0,0.0,0,0,0
S0926,ai,0,0.0,0,0,0
S0927,ai,0,0.0,0,0,0
S0928,ai,1,52792.27,1,0,0
S0929,ai,0,0.0,0,0,0
S0930,ai,0,0.0,0,0,0
S0931,ai,0,0.0,0,0,0
S0932,ai,0,0.0,0,0,0
S0933,ai,0,0.0,0,0,0
S0934,ai,0,0.0,0,0,0
S0935,ai,0,0.0,0,0,0
S0936,ai,0,0.0,0,0,0
S0937,ai,0,0.0,0,0,0
S0938,ai,0,0.0,0,0,0
S0939,ai,1,43228.27,1,0,0
S0940,ai,0,0.0,0,0,0
S0941,ai,0,0.0,0,0,0
S0942,ai,0,0.0,0,0,0
S0943,ai,0,0.0,0,0,0
S0944,ai,0,0.0,0,0,0
S0945,ai,0,0.0,0,0,0
S0946,ai,0,0.0,0,0,0
S0947,ai,0,0.0,0,0,0
S0948,ai,0,0.0,0,0,0
S0949,ai,0,0.0,0,0,0
S0950,ai,0,0.0,0,0,0
S0951,ai,0,0.0,0,0,0
S0952,ai,1,42130.92,3,1,1
S0953,ai,0,0.0,0,0,0
S0954,ai,0,0.0,0,0,0
S0955,ai,0,0.0,0,0,0
S0956,ai,0,0.0,0,0,0
S0957,ai,0,0.0,0,0,0
S0958,ai,1,66929.61,2,1,1
S0959,ai,0,0.0,0,0,0
S0960,ai,1,36696.71,1,0,0
S0961,ai,0,0.0,0,0,0
S0962,ai,0,0.0,0,0,0
S0963,ai,0,0.0,0,0,0
S0964,ai,0,0.0,0,0,0
S0965,ai,0,0.0,0,0,0
S0966,ai,0,0.0,0,0,0
S0967,ai,0,0.0,0,0,0
S0968,ai,0,0.0,0,0,0
S0969,ai,0,0.0,0,0,0
S0970,ai,1,40554.19,1,0,0
S0971,ai,0,0.0,0,0,0
S0972,ai,0,0.0,0,0,0
S0973,ai,0,0.0,0,0,0
S0974,ai,0,0.0,0,0,0
S0975,ai,0,0.0,0,0,0
S0976,ai,0,0.0,0,0,0
S0977,ai,0,0.0,0,0,0
S0978,ai,1,40396.28,1,0,0
S0979,ai,0,0.0,0,0,0
S0980,ai,0,0.0,0,0,0
S0981,ai,0,0.0,0,0,0
S0982,ai,0,0.0,0,0,0
S0983,ai,0,0.0,0,0,0
S0984,ai,0,0.0,0,0,0
S0985,ai,0,0.0,0,0,0
S0986,ai,1,44193.59,1,0,0
S0987,ai,0,0.0,0,0,0
S0988,ai,1,37809.25,1,0,0
S0989,ai,1,40705.13,1,0,0
S0990,ai,1,41890.14,1,0,0
S0991,ai,0,0.0,0,0,0
S0992,ai,0,0.0,0,0,0
S0993,ai,0,0.0,0,0,0
S0994,ai,0,0.0,0,0,0
S0995,ai,0,0.0,0,0,0
S0996,ai,0,0.0,0,0,0
S0997,ai,0,0.0,0,0,0
S0998,ai,0,0.0,0,0,0
S0999,ai,0,0.0,0,0,0
S1000,ai,0,0.0,0,0,0
